System,USSType,x,y,z,Check
HIP 17692,$USS_Type_VeryValuableSalvage;,-74.125,-143.969,-328.781,pass
HIP 17692,$USS_Type_WeaponsFire;,-74.125,-143.96875,-328.78125,pass
HIP 17692,$USS_Type_WeaponsFire;,-74.125,-143.969,-328.781,pass
HIP 17694,$USS_Type_Aftermath;,-72.25,-152.531,-338.688,pass
HIP 17694,$USS_Type_Ceremonial;,-72.25,-152.531,-338.688,pass
HIP 17694,$USS_Type_Convoy;,-72.25,-152.531,-338.688,pass
HIP 17694,$USS_Type_NonHuman;,-72.25,-152.53125,-338.6875,pass
HIP 17694,$USS_Type_NonHuman;,-72.25,-152.531,-338.688,pass
HIP 17694,$USS_Type_NonHuman;,-72.25,-152.53125,-338.6875,pass
HIP 17694,$USS_Type_Salvage;,-72.25,-152.53125,-338.6875,pass
HIP 17694,$USS_Type_TradingBeacon;,-72.25,-152.531,-338.688,pass
HIP 17694,$USS_Type_TradingBeacon;,-72.25,-152.53125,-338.6875,pass
HIP 17694,$USS_Type_ValuableSalvage;,-72.25,-152.53125,-338.6875,pass
HIP 17694,$USS_Type_VeryValuableSalvage;,-72.25,-152.531,-338.688,pass
HIP 17704,$USS_Type_NonHuman;,-72.031,-133.906,-311.094,pass
HIP 17704,$USS_Type_NonHuman;,-72.03125,-133.90625,-311.09375,pass
HIP 17729,$USS_Type_NonHuman;,-74.46875,-125.65625,-303.65625,pass
HIP 17729,$USS_Type_NonHuman;,-74.469,-125.656,-303.656,pass
HIP 17746,$USS_Type_NonHuman;,-43.40625,-180.53125,-337.375,pass
HIP 17746,$USS_Type_ValuableSalvage;,-43.406,-180.531,-337.375,pass
HIP 17837,$USS_Type_NonHuman;,-52.156,-130.75,-279.938,pass
HIP 17837,$USS_Type_Salvage;,-52.156,-130.75,-279.938,pass
HIP 17862,$USS_Type_NonHuman;,-81.4375,-151.90625,-359.59375,pass
HIP 17862,$USS_Type_NonHuman;,-81.4375,-151.90625,-359.59375,pass
HIP 17862,$USS_Type_NonHuman;,-81.438,-151.906,-359.594,pass
HIP 17892,$USS_Type_NonHuman;,-70.75,-157.938,-352.844,pass
HIP 17999,$USS_Type_NonHuman;,-64.0625,-125.5,-296.71875,pass
HIP 17999,$USS_Type_NonHuman;,-64.063,-125.5,-296.719,pass
HIP 18007,$USS_Type_NonHuman;,-72.78125,-85.6875,-249.5,pass
HIP 18007,$USS_Type_NonHuman;,-72.781,-85.688,-249.5,pass
HIP 18033,$USS_Type_NonHuman;,-21.09375,-201.5,-346.875,pass
HIP 18050,$USS_Type_NonHuman;,-85.5,-159.5,-386.0625,pass
HIP 18050,$USS_Type_NonHuman;,-85.5,-159.5,-386.063,pass
HIP 18077,$USS_Type_Salvage;,-303.84375,-236.125,-860.59375,pass
HIP 18077,$USS_Type_Salvage;,-303.844,-236.125,-860.594,pass
HIP 18096,$USS_Type_NonHuman;,-29.65625,-113.125,-225.53125,pass
HIP 18138,$USS_Type_NonHuman;,-107.938,-100.406,-334.219,pass
HIP 18154,$USS_Type_NonHuman;,-64.1875,-118.53125,-292.4375,pass
HIP 18154,$USS_Type_NonHuman;,-64.188,-118.531,-292.438,pass
HIP 18174,$USS_Type_NonHuman;,6.28125,-153.625,-234.28125,pass
HIP 18194,$USS_Type_NonHuman;,-88.469,-149,-382.969,pass
HIP 18194,$USS_Type_Salvage;,-88.469,-149,-382.969,pass
HIP 18204,$USS_Type_Salvage;,-62.46875,-67,-209.4375,pass
HIP 18227,$USS_Type_NonHuman;,-35.90625,-194.8125,-371.34375,pass
HIP 18244,$USS_Type_NonHuman;,-48.625,-131.625,-291.9375,pass
HIP 18244,$USS_Type_NonHuman;,-48.625,-131.625,-291.9375,pass
HIP 18244,$USS_Type_NonHuman;,-48.625,-131.625,-291.938,pass
HIP 18266,$USS_Type_NonHuman;,-51.406,-135.656,-304.125,pass
HIP 18266,$USS_Type_NonHuman;,-51.40625,-135.65625,-304.125,pass
HIP 18304,$USS_Type_NonHuman;,-38.09375,-165.0625,-331.125,pass
HIP 18346,$USS_Type_NonHuman;,-77.094,-165.844,-399.094,pass
HIP 18502,$USS_Type_NonHuman;,-55.1875,-147.71875,-341.09375,pass
HIP 18528,$USS_Type_ValuableSalvage;,20.625,-184.313,-275.969,pass
HIP 18595,$USS_Type_NonHuman;,-22.375,-114.875,-234.406,pass
HIP 18625,$USS_Type_DistressSignal;,-41.688,-96.469,-237.031,pass
HIP 18625,$USS_Type_NonHuman;,-41.6875,-96.46875,-237.03125,pass
HIP 18625,$USS_Type_NonHuman;,-41.688,-96.469,-237.031,pass
HIP 18643,$USS_Type_NonHuman;,-47.781,-193.438,-415.406,pass
HIP 18643,$USS_Type_Salvage;,-47.781,-193.438,-415.406,pass
HIP 18730,$USS_Type_NonHuman;,-24.125,-186.6875,-369.25,pass
HIP 18778,$USS_Type_Aftermath;,11.46875,-236.5625,-398.21875,pass
HIP 18778,$USS_Type_NonHuman;,11.46875,-236.5625,-398.21875,pass
HIP 18781,$USS_Type_NonHuman;,-86.9375,-116.21875,-357.1875,pass
HIP 18781,$USS_Type_NonHuman;,-86.9375,-116.21875,-357.1875,pass
HIP 18806,$USS_Type_NonHuman;,-9.6875,-133.28125,-253.84375,pass
HIP 18833,$USS_Type_NonHuman;,-45.09375,-114.9375,-284.75,pass
HIP 18833,$USS_Type_NonHuman;,-45.094,-114.938,-284.75,pass
HIP 18909,$USS_Type_DistressSignal;,-24.5625,-107.3125,-237.75,pass
HIP 18909,$USS_Type_NonHuman;,-24.5625,-107.3125,-237.75,pass
HIP 18909,$USS_Type_NonHuman;,-24.5625,-107.3125,-237.75,pass
HIP 18909,$USS_Type_NonHuman;,-24.563,-107.313,-237.75,pass
HIP 18909,$USS_Type_Salvage;,-24.5625,-107.3125,-237.75,pass
HIP 18909,$USS_Type_ValuableSalvage;,-24.5625,-107.3125,-237.75,pass
HIP 18976,$USS_Type_NonHuman;,-48.53125,-150.0625,-361,pass
HIP 19026,$USS_Type_NonHuman;,-117.875,-65.125,-330.90625,pass
HIP 19036,$USS_Type_NonHuman;,-24.531,-137.563,-298.031,pass
HIP 19054,$USS_Type_NonHuman;,-42.6875,-137.9375,-332.40625,pass
HIP 19072,$USS_Type_NonHuman;,-54.28125,-121.03125,-323.0625,pass
HIP 19072,$USS_Type_NonHuman;,-54.281,-121.031,-323.063,pass
HIP 19136,$USS_Type_ValuableSalvage;,-42.71875,-73.21875,-215.25,pass
HIP 19229,$USS_Type_NonHuman;,-6.5,-202.5,-399.625,pass
HIP 19358,$USS_Type_NonHuman;,-22.125,-149.75,-333.78125,pass
HIP 19361,$USS_Type_NonHuman;,-56.438,-128.938,-357,pass
HIP 19363,$USS_Type_NonHuman;,-46.75,-117.75,-317.1875,pass
HIP 19428,$USS_Type_DistressSignal;,-32.53125,-32.1875,-32.1875,fail
HIP 19428,$USS_Type_WeaponsFire;,-32.53125,-32.1875,-32.1875,fail
HIP 19435,$USS_Type_NonHuman;,-110.1875,-69.9375,-344.6875,pass
HIP 19615,$USS_Type_NonHuman;,-41.71875,-136.78125,-360.03125,pass
HIP 19663,$USS_Type_NonHuman;,14.5,-207.9375,-401.53125,pass
HIP 19685,$USS_Type_NonHuman;,20.71875,-165.375,-302.6875,pass
HIP 19756,$USS_Type_NonHuman;,33.78125,-216.34375,-389.46875,pass
HIP 19761,$USS_Type_NonHuman;,-136.906,-24.438,-318.719,pass
HIP 19975,$USS_Type_NonHuman;,-19.375,-99.1875,-256.53125,pass
HIP 20041,$USS_Type_NonHuman;,-10.8125,-109.8125,-265.90625,pass
HIP 20151,$USS_Type_NonHuman;,41.5,-204.281,-377.75,pass
HIP 20197,$USS_Type_NonHuman;,2.59375,-111.96875,-250.4375,pass
HIP 20277,$USS_Type_Aftermath;,106.4375,-95.6875,-0.1875,pass
HIP 20318,$USS_Type_NonHuman;,28.375,-196.90625,-400.09375,pass
HIP 20369,$USS_Type_NonHuman;,-15,-94.59375,-254.15625,pass
HIP 20369,$USS_Type_Salvage;,-15,-94.594,-254.156,pass
HIP 20441,$USS_Type_Salvage;,-2.125,-48.125,-119.531,pass
HIP 20441,$USS_Type_ValuableSalvage;,-2.125,-48.125,-119.531,pass
HIP 20441,$USS_Type_VeryValuableSalvage;,-2.125,-48.125,-119.531,pass
HIP 20486,$USS_Type_NonHuman;,59.78125,-177.34375,-300.21875,pass
HIP 20524,$USS_Type_Aftermath;,93.5,-108.625,-62.875,pass
HIP 20524,$USS_Type_Salvage;,93.5,-108.625,-62.875,pass
HIP 20534,$USS_Type_NonHuman;,-94.53125,-60.15625,-350.25,pass
HIP 20576,$USS_Type_NonHuman;,-112,-28.03125,-311.4375,pass
HIP 20785,$USS_Type_NonHuman;,-20.75,-106.3125,-318.34375,pass
HIP 20785,$USS_Type_NonHuman;,-20.75,-106.313,-318.344,pass
HIP 20895,$USS_Type_DistressSignal;,-15.5,-30.75,-30.75,fail
HIP 20895,$USS_Type_WeaponsFire;,-15.5,-30.75,-30.75,fail
HIP 20926,$USS_Type_Salvage;,-116.438,-70.813,-453.375,pass
HIP 21078,$USS_Type_Salvage;,38.59375,-122,-242.65625,pass
HIP 21090,$USS_Type_NonHuman;,11.65625,-125.1875,-314.90625,pass
HIP 21251,$USS_Type_NonHuman;,-2.09375,-143.65625,-413.59375,pass
HIP 21291,$USS_Type_NonHuman;,-89.6875,-55.6875,-377.09375,pass
HIP 21353,$USS_Type_NonHuman;,-64.375,-101.03125,-451.6875,pass
HIP 21353,$USS_Type_NonHuman;,-64.375,-101.03125,-451.6875,pass
HIP 21478,$USS_Type_NonHuman;,-35.4375,-63.625,-280.125,pass
HIP 21478,$USS_Type_NonHuman;,-35.438,-63.625,-280.125,pass
HIP 21760,$USS_Type_NonHuman;,-42.8125,-51.03125,-276.46875,pass
HIP 21776,$USS_Type_NonHuman;,46.75,-131.53125,-300.65625,pass
HIP 21852,$USS_Type_NonHuman;,-38.531,-75.313,-352.406,pass
HIP 21852,$USS_Type_Salvage;,-38.531,-75.313,-352.406,pass
HIP 21991,$USS_Type_VeryValuableSalvage;,73,-91.031,-109.094,pass
HIP 22224,$USS_Type_DistressSignal;,4.4375,-39.1875,-129.53125,pass
HIP 22320,$USS_Type_Aftermath;,111.406,-113.813,-96.594,pass
HIP 22347,$USS_Type_NonHuman;,14.4375,-80.15625,-259.5625,pass
HIP 22382,$USS_Type_NonHuman;,-28.90625,-60.03125,-315.34375,pass
HIP 22458,$USS_Type_Salvage;,44.09375,-102.40625,-262.6875,pass
HIP 22711,$USS_Type_NonHuman;,-35.75,-60.844,-366.906,pass
HIP 22751,$USS_Type_NonHuman;,-6.59375,-60.125,-274.125,pass
HIP 22760,$USS_Type_NonHuman;,-71.688,-13.563,-290.781,pass
HIP 22809,$USS_Type_NonHuman;,-32.4375,-48,-312.28125,pass
HIP 23259,$USS_Type_DistressSignal;,-4.656,-21.375,-122.563,pass
HIP 23259,$USS_Type_Salvage;,-4.656,-21.375,-122.563,pass
HIP 23443,$USS_Type_Aftermath;,16.0625,-35.46875,-122.34375,pass
HIP 23759,$USS_Type_DistressSignal;,359.84375,-385.53125,-718.375,pass
HIP 2422,$USS_Type_Aftermath;,-103.21875,31.34375,-64.375,pass
HIP 2422,$USS_Type_ValuableSalvage;,-103.21875,31.34375,-64.375,pass
HIP 2422,$USS_Type_ValuableSalvage;,-103.219,31.344,-64.375,pass
HIP 2422,$USS_Type_VeryValuableSalvage;,-103.219,31.344,-64.375,pass
HIP 24869,$USS_Type_Convoy;,-6.3125,-27.65625,-305.25,pass
HIP 24869,$USS_Type_NonHuman;,-6.3125,-27.65625,-305.25,pass
HIP 24869,$USS_Type_Salvage;,-6.3125,-27.65625,-305.25,pass
HIP 25677,$USS_Type_Aftermath;,42.5625,-38.28125,-166.96875,pass
HIP 27330,$USS_Type_Aftermath;,127.531,-74.844,-99.531,pass
HIP 30001,$USS_Type_Salvage;,144.4375,-59,-98.65625,pass
HIP 30001,$USS_Type_ValuableSalvage;,144.4375,-59,-98.65625,pass
HIP 30949,$USS_Type_Salvage;,80.031,-17,-108.219,pass
HIP 3125,$USS_Type_MissionTarget;,-4.813,-145.063,3.125,pass
HIP 3142,$USS_Type_MissionTarget;,10.25,-130.063,11.75,pass
HIP 3142,$USS_Type_VeryValuableSalvage;,10.25,-130.063,11.75,pass
HIP 3318,$USS_Type_Aftermath;,50.21875,-190.6875,37.5,pass
HIP 33390,$USS_Type_Salvage;,127.375,-52.375,-1.375,pass
HIP 33390,$USS_Type_VeryValuableSalvage;,127.375,-52.375,-1.375,pass
HIP 34698,$USS_Type_WeaponsFire;,127.156,-46.75,-2.594,pass
HIP 34801,$USS_Type_Salvage;,213.75,-49.844,-78.594,pass
HIP 3589,$USS_Type_Salvage;,-143.156,-22.719,-91.344,pass
HIP 35992,$USS_Type_VeryValuableSalvage;,143.875,-27.313,-49.281,pass
HIP 42408,$USS_Type_Convoy;,99.406,48.625,-77.813,pass
HIP 42805,$USS_Type_ValuableSalvage;,302.21875,11.90625,-53.1875,pass
HIP 43197,$USS_Type_Aftermath;,139.875,-9.063,-3.281,pass
HIP 43197,$USS_Type_ValuableSalvage;,139.875,-9.063,-3.281,pass
HIP 43197,$USS_Type_VeryValuableSalvage;,139.875,-9.063,-3.281,pass
HIP 47953,$USS_Type_Salvage;,-331.844,208.531,-218.375,pass
HIP 5099,$USS_Type_ValuableSalvage;,38.875,-174.3125,13.625,pass
HIP 53989,$USS_Type_DistressSignal;,266.719,51.219,73.625,pass
HIP 54083,$USS_Type_WeaponsFire;,146.5,-37.9375,71.1875,pass
HIP 56905,$USS_Type_Salvage;,-48.156,105.813,-54.188,pass
HIP 60803,$USS_Type_Salvage;,61.469,250.5,12.219,pass
HIP 60803,$USS_Type_WeaponsFire;,61.469,250.5,12.219,pass
HIP 64059,$USS_Type_Salvage;,0.938,121,11.375,pass
HIP 64059,$USS_Type_ValuableSalvage;,0.938,121,11.375,pass
HIP 64059,$USS_Type_VeryValuableSalvage;,0.938,121,11.375,pass
HIP 6943,$USS_Type_Salvage;,-108.844,-51.563,-94.375,pass
HIP 7564,$USS_Type_VeryValuableSalvage;,-80.281,-85.344,-84.875,pass
HIP 76061,$USS_Type_DistressSignal;,-57.25,132.563,82.344,pass
HIP 76926,$USS_Type_Salvage;,-75.0625,176.71875,132.8125,pass
HIP 77528,$USS_Type_Salvage;,-137.281,167,36.219,pass
HIP 78892,$USS_Type_Salvage;,-150.969,155.156,18.813,pass
HIP 8397,$USS_Type_Salvage;,-310.375,176.594,-206.188,pass
HIP 8887,$USS_Type_ValuableSalvage;,-66.438,-144.406,-106.281,pass
HIP 8924,$USS_Type_DistressSignal;,-73.34375,-169.34375,-121.34375,pass
HIP 9316,$USS_Type_Salvage;,99.656,-212.281,8.563,pass
HIP 9473,$USS_Type_Aftermath;,-44.1875,-115.09375,-83.71875,pass
Hisaaka,$USS_Type_VeryValuableSalvage;,122.375,-99.5,-15.1875,pass
HK Aquarii,$USS_Type_Salvage;,-26.34375,-65.1875,18.40625,pass
HK Aquarii,$USS_Type_VeryValuableSalvage;,-26.344,-65.188,18.406,pass
Holiacan,$USS_Type_Salvage;,-51.25,67.344,-21.469,pass
Holiacan,$USS_Type_ValuableSalvage;,-51.25,67.344,-21.469,pass
Hollos,$USS_Type_Aftermath;,95.781,-92.844,68.188,pass
Horagalles,$USS_Type_DistressSignal;,-11.563,-35.313,51.719,pass
Horagalles,$USS_Type_Salvage;,-11.563,-35.313,51.719,pass
Horagalles,$USS_Type_ValuableSalvage;,-11.563,-35.313,51.719,pass
Hotadital,$USS_Type_Salvage;,3.063,-22.156,-142.969,pass
Hou Mayo,$USS_Type_Salvage;,105.59375,-107.5,-25.0625,pass
HR 1036,$USS_Type_NonHuman;,-77.0625,-199.625,-336.5,pass
HR 1065,$USS_Type_NonHuman;,-92.313,-122.281,-278.563,pass
HR 1110,$USS_Type_NonHuman;,-55.5625,-210.40625,-364.71875,pass
HR 1110,$USS_Type_NonHuman;,-55.5625,-210.40625,-364.71875,pass
HR 1172,$USS_Type_DistressSignal;,-75.1875,-152.40625,-346.59375,pass
HR 1172,$USS_Type_DistressSignal;,-75.188,-152.406,-346.594,pass
HR 1172,$USS_Type_NonHuman;,-75.1875,-152.40625,-346.59375,pass
HR 1172,$USS_Type_NonHuman;,-75.1875,-152.40625,-346.59375,pass
HR 1172,$USS_Type_NonHuman;,-75.188,-152.406,-346.594,pass
HR 1172,$USS_Type_Salvage;,-75.188,-152.406,-346.594,pass
HR 1172,$USS_Type_ValuableSalvage;,-75.188,-152.406,-346.594,pass
HR 1183,$USS_Type_NonHuman;,-72.875,-145.09375,-336.96875,pass
HR 1183,$USS_Type_NonHuman;,-72.875,-145.09375,-336.96875,pass
HR 1183,$USS_Type_NonHuman;,-72.875,-145.094,-336.969,pass
HR 1183,$USS_Type_Salvage;,-72.875,-145.09375,-336.96875,pass
HR 1183,$USS_Type_Salvage;,-72.875,-145.094,-336.969,pass
HR 1183,$USS_Type_WeaponsFire;,-72.875,-145.09375,-336.96875,pass
HR 1183,$USS_Type_WeaponsFire;,-72.875,-145.094,-336.969,pass
HR 1185,$USS_Type_Convoy;,-64.656,-148.938,-330.406,pass
HR 1185,$USS_Type_DistressSignal;,-64.656,-148.938,-330.406,pass
HR 1185,$USS_Type_DistressSignal;,-64.65625,-148.9375,-330.40625,pass
HR 1185,$USS_Type_NonHuman;,-64.65625,-148.9375,-330.40625,pass
HR 1185,$USS_Type_NonHuman;,-64.656,-148.938,-330.406,pass
HR 1185,$USS_Type_NonHuman;,-64.65625,-148.9375,-330.40625,pass
HR 1185,$USS_Type_Salvage;,-64.656,-148.938,-330.406,pass
HR 1185,$USS_Type_Salvage;,-64.65625,-148.9375,-330.40625,pass
HR 1185,$USS_Type_ValuableSalvage;,-64.656,-148.938,-330.406,pass
HR 1185,$USS_Type_VeryValuableSalvage;,-64.656,-148.938,-330.406,pass
HR 1185,$USS_Type_WeaponsFire;,-64.656,-148.938,-330.406,pass
HR 1188,$USS_Type_NonHuman;,-39.969,-67.094,-166.813,pass
HR 1193,$USS_Type_NonHuman;,-71.5,-171.03125,-382.125,pass
HR 1197,$USS_Type_NonHuman;,-104.71875,-108.375,-339.5625,pass
HR 1197,$USS_Type_NonHuman;,-104.719,-108.375,-339.563,pass
HR 1197,$USS_Type_ValuableSalvage;,-104.71875,-108.375,-339.5625,pass
HR 1295,$USS_Type_NonHuman;,-17.21875,-136.4375,-313.8125,pass
HR 1308,$USS_Type_ValuableSalvage;,16.65625,-123.71875,-225.875,pass
HR 1477,$USS_Type_NonHuman;,-30.625,-81.25,-335.59375,pass
HR 1477,$USS_Type_NonHuman;,-30.625,-81.25,-335.594,pass
HR 1517,$USS_Type_NonHuman;,4.6875,-73.5625,-250.96875,pass
HR 1591,$USS_Type_Salvage;,86.46875,-116.8125,-233.75,pass
HR 1627,$USS_Type_NonHuman;,-40.6875,-26.65625,-313.53125,pass
HR 1639,$USS_Type_NonHuman;,-60.46875,-14.53125,-338.78125,pass
HR 4979,$USS_Type_WeaponsFire;,48.28125,28.03125,37.75,pass
HR 5632,$USS_Type_Salvage;,51.5625,-4.59375,59.5625,pass
HR 6421,$USS_Type_Aftermath;,-114.781,80.719,-4.875,pass
HR 676,$USS_Type_NonHuman;,-130.84375,-174.71875,-212.8125,pass
HR 7294,$USS_Type_Salvage;,-75.25,23.438,12.125,pass
HR 7294,$USS_Type_VeryValuableSalvage;,-75.25,23.438,12.125,pass
HR 8474,$USS_Type_Aftermath;,-97.969,21.313,-36.125,pass
HR 8474,$USS_Type_ValuableSalvage;,-97.969,21.313,-36.125,pass
HR 8474,$USS_Type_VeryValuableSalvage;,-97.969,21.313,-36.125,pass
HR 8514,$USS_Type_Aftermath;,-74.21875,-64.1875,23.46875,pass
HR 8514,$USS_Type_MissionTarget;,-74.21875,-64.1875,23.46875,pass
HR 8514,$USS_Type_Salvage;,-74.21875,-64.1875,23.46875,pass
HR 8514,$USS_Type_WeaponsFire;,-74.21875,-64.1875,23.46875,pass
HR 8563,$USS_Type_Salvage;,-28.563,-111.688,60.25,pass
HR 9046,$USS_Type_VeryValuableSalvage;,8.8125,-86.375,25.03125,pass
HR 908,$USS_Type_NonHuman;,-36.5625,-271.84375,-277.5,pass
HR 948,$USS_Type_NonHuman;,-67.71875,-272.96875,-344.84375,pass
Hun Chians,$USS_Type_Aftermath;,64.5625,-110.78125,71.5625,pass
Hun Chians,$USS_Type_Salvage;,64.5625,-110.78125,71.5625,pass
Hyades Sector AB-W b2-2,$USS_Type_Convoy;,-91.656,-62.531,-224.5,pass
Hyades Sector AB-W b2-2,$USS_Type_NonHuman;,-91.65625,-62.53125,-224.5,pass
Hyades Sector AB-W b2-2,$USS_Type_Salvage;,-91.65625,-62.53125,-224.5,pass
Hyades Sector AB-W b2-2,$USS_Type_ValuableSalvage;,-91.656,-62.531,-224.5,pass
Hyades Sector AB-W b2-2,$USS_Type_ValuableSalvage;,-91.65625,-62.53125,-224.5,pass
Hyades Sector AF-Z b2,$USS_Type_NonHuman;,-19.71875,-99.78125,-253.03125,pass
HYADES SECTOR AQ-X B1-2,$USS_Type_NonHuman;,-62.5,-81.28125,-243.46875,pass
Hyades Sector AQ-Y d37,$USS_Type_NonHuman;,-74.156,-84.781,-229.813,pass
Hyades Sector AQ-Y d66,$USS_Type_ValuableSalvage;,-117.438,-59.781,-220.594,pass
Hyades Sector AQ-Y d72,$USS_Type_NonHuman;,-81.438,-69.438,-235.781,pass
HYADES SECTOR AQ-Y D81,$USS_Type_NonHuman;,-83.4375,-82.78125,-244.21875,pass
Hyades Sector AQ-Y d81,$USS_Type_NonHuman;,-83.4375,-82.78125,-244.21875,pass
Hyades Sector AQ-Y d81,$USS_Type_NonHuman;,-83.438,-82.781,-244.219,pass
Hyades Sector AQ-Y d81,$USS_Type_ValuableSalvage;,-83.438,-82.781,-244.219,pass
Hyades Sector AQ-Y d85,$USS_Type_NonHuman;,-91.46875,-79.6875,-243.53125,pass
Hyades Sector AQ-Y d93,$USS_Type_NonHuman;,-74.594,-70.938,-253.969,pass
HYADES SECTOR BQ-Y D56,$USS_Type_NonHuman;,-60.90625,-50.84375,-260.125,pass
Hyades Sector BQ-Y d61,$USS_Type_NonHuman;,5.59375,-70,-264.3125,pass
Hyades Sector BQ-Y d63,$USS_Type_Convoy;,-17.719,-97.625,-210.938,pass
Hyades Sector BQ-Y d64,$USS_Type_DistressSignal;,-34.563,-95.25,-219.156,pass
Hyades Sector BQ-Y d64,$USS_Type_NonHuman;,-34.5625,-95.25,-219.15625,pass
Hyades Sector BQ-Y d64,$USS_Type_NonHuman;,-34.563,-95.25,-219.156,pass
Hyades Sector BQ-Y d64,$USS_Type_Salvage;,-34.5625,-95.25,-219.15625,pass
Hyades Sector BV-Y c12,$USS_Type_ValuableSalvage;,0.0625,-100.125,-238.875,pass
Hyades Sector BV-Y c16,$USS_Type_NonHuman;,-17.75,-101.6875,-235.03125,pass
Hyades Sector BV-Y c5,$USS_Type_NonHuman;,-22.71875,-92.6875,-233.875,pass
Hyades Sector BV-Y c9,$USS_Type_NonHuman;,-4.75,-92.875,-229.9375,pass
Hyades Sector CA-Z b4,$USS_Type_NonHuman;,-10.25,-116.125,-252.46875,pass
Hyades Sector CB-X c1-1,$USS_Type_Salvage;,-124.219,-78.969,-197.188,pass
Hyades Sector CB-X c1-16,$USS_Type_NonHuman;,-107.531,-81.188,-224.75,pass
Hyades Sector CB-X c1-16,$USS_Type_Salvage;,-107.531,-81.188,-224.75,pass
Hyades Sector CQ-Y d75,$USS_Type_Salvage;,20.65625,-84.1875,-244.9375,pass
Hyades Sector DB-W b2-2,$USS_Type_Salvage;,-35,-62,-211.625,pass
Hyades Sector DB-W b2-5,$USS_Type_DistressSignal;,-29.031,-62.563,-210.219,pass
HYADES SECTOR DB-X C1-17,$USS_Type_NonHuman;,-82.46875,-68.15625,-221.84375,pass
Hyades Sector DB-X c1-19,$USS_Type_NonHuman;,-79.938,-88.375,-219.813,pass
HYADES SECTOR DB-X C1-20,$USS_Type_NonHuman;,-79.40625,-86.15625,-221.46875,pass
Hyades Sector DB-X c1-8,$USS_Type_NonHuman;,-85.75,-85.375,-219.3125,pass
Hyades Sector DB-X c1-8,$USS_Type_Salvage;,-85.75,-85.375,-219.313,pass
Hyades Sector DB-X c1-8,$USS_Type_ValuableSalvage;,-85.75,-85.375,-219.313,pass
Hyades Sector DL-Y d39,$USS_Type_NonHuman;,-33.375,-114.25,-212.375,pass
Hyades Sector DL-Y d75,$USS_Type_Salvage;,-16.78125,-126.40625,-204.03125,pass
Hyades Sector DL-Y d75,$USS_Type_ValuableSalvage;,-16.78125,-126.40625,-204.03125,pass
HYADES SECTOR DL-Y D80,$USS_Type_NonHuman;,-34.1875,-105.46875,-233.96875,pass
Hyades Sector DL-Y d84,$USS_Type_NonHuman;,-8.5,-114.5625,-232.96875,pass
Hyades Sector DR-V c2-23,$USS_Type_Salvage;,-104.625,-0.8125,-151.90625,pass
Hyades Sector DR-V c2-23,$USS_Type_ValuableSalvage;,-104.625,-0.813,-151.906,pass
Hyades Sector DV-Y c17,$USS_Type_Salvage;,68.65625,-102.84375,-229.46875,pass
Hyades Sector EB-X c1-10,$USS_Type_Salvage;,-29.375,-67.1875,-220.78125,pass
Hyades Sector EB-X c1-10,$USS_Type_ValuableSalvage;,-29.375,-67.1875,-220.78125,pass
Hyades Sector EB-X c1-13,$USS_Type_Salvage;,-25.594,-86.594,-209.719,pass
Hyades Sector EB-X c1-13,$USS_Type_ValuableSalvage;,-25.594,-86.594,-209.719,pass
Hyades Sector EB-X c1-9,$USS_Type_NonHuman;,-37.625,-97.531,-209.5,pass
Hyades Sector EL-X b1-3,$USS_Type_NonHuman;,-22.25,-104.625,-240.75,pass
Hyades Sector EL-Y d76,$USS_Type_Salvage;,94.25,-115.1875,-207.1875,pass
Hyades Sector EQ-Y c8,$USS_Type_Salvage;,43.09375,-118.25,-241.5625,pass
Hyades Sector EV-Y b2,$USS_Type_NonHuman;,-5.125,-128.34375,-251.21875,pass
Hyades Sector EW-V b2-1,$USS_Type_NonHuman;,-57.1875,-83.625,-219.46875,pass
Hyades Sector FW-V b2-2,$USS_Type_ValuableSalvage;,-40.781,-72.594,-221.906,pass
Hyades Sector GG-D a0,$USS_Type_DistressSignal;,3.5625,-34.9375,-280.625,pass
Hyades Sector GG-D a0,$USS_Type_Salvage;,3.5625,-34.9375,-280.625,pass
Hyades Sector GH-V d2-135,$USS_Type_VeryValuableSalvage;,-80.625,0.625,-79.969,pass
Hyades Sector GM-S a5-0,$USS_Type_Salvage;,-4.031,-43.625,-223.406,pass
Hyades Sector GW-V b2-1,$USS_Type_NonHuman;,-22.156,-80.938,-209.125,pass
Hyades Sector GW-W d1-71,$USS_Type_Convoy;,45.78125,-51.5,-154.40625,pass
Hyades Sector GW-W d1-71,$USS_Type_DistressSignal;,45.78125,-51.5,-154.40625,pass
Hyades Sector GW-W d1-71,$USS_Type_Salvage;,45.781,-51.5,-154.406,pass
Hyades Sector GW-W d1-71,$USS_Type_Salvage;,45.78125,-51.5,-154.40625,pass
Hyades Sector GW-W d1-71,$USS_Type_ValuableSalvage;,45.78125,-51.5,-154.40625,pass
Hyades Sector HR-V b2-0,$USS_Type_NonHuman;,-43.21875,-102.9375,-223.3125,pass
Hyades Sector HR-V b2-0,$USS_Type_NonHuman;,-43.219,-102.938,-223.313,pass
HYADES SECTOR HR-V B2-5,$USS_Type_NonHuman;,-36.875,-87.28125,-216.75,pass
Hyades Sector HR-V b2-5,$USS_Type_NonHuman;,-36.875,-87.281,-216.75,pass
Hyades Sector HR-W d1-59,$USS_Type_ValuableSalvage;,-6.75,-123.031,-173.906,pass
